80.000000,0.002700
80.000000,0.835800
80.000000,0.000000
200.000000,0.000000
2000.000000,0.000000
200000.000000,0.000000
100.000000,0.120000
100.000000,0.140000
100.000000,0.140000
100.000000,0.000000
100.000000,0.000000
100.000000,0.000000
100.000000,0.140000
100.000000,0.060000
100.000000,0.060000
1000.000000,0.180000
1000.000000,0.180000
1000.000000,0.180000
1000.000000,0.180000
1000.000000,0.180000
1000.000000,0.180000
1000.000000,0.180000
1000.000000,0.180000
100.000000,0.140000
100.000000,0.140000
100.000000,0.140000
100.000000,0.140000
100.000000,0.140000
100.000000,0.140000
