80.000000,0.056000
80.000000,0.044500
80.000000,0.046200
80.000000,0.049300
80.000000,0.055000
80.000000,0.053900
80.000000,0.050000
80.000000,0.046600
80.000000,0.045900
80.000000,0.048000
80.000000,0.048200
80.000000,0.049600
80.000000,0.049900
80.000000,0.052100
80.000000,0.057600
80.000000,0.050000
80.000000,0.046600
80.000000,0.052200
80.000000,0.044700
80.000000,0.055900
80.000000,0.042900
80.000000,0.048600
80.000000,0.046400
80.000000,0.058800
80.000000,0.047300
80.000000,0.056900
80.000000,0.048700
80.000000,0.051100
80.000000,0.053800
80.000000,0.040400
80.000000,0.055000
80.000000,0.046600
80.000000,0.051400
80.000000,0.051400
80.000000,0.048900
80.000000,0.046300
80.000000,0.049200
80.000000,0.045300
80.000000,0.051000
80.000000,0.052100
